place_of_interest,type_of_place,place_address,nearest_bicimad_station,station_location,distance,total_bases
Espacio de Igualdad Hermanas Mirabal. Tetuán,Instalación accesible municipal,CALLE BRAVO MURILLO 133,204 - Doctor Santero - Bravo Murillo,"Calle Doctor Santero, 1 ,",364 meters,23
Espacio de Igualdad Lourdes Hernández. Carabanchel,Instalación accesible municipal,CALLE COMANDANTE FONTANES 8,351 - Comandante Fontanes - General Ricardos,"Calle Comandante Fontanés, 1 ,",62 meters,23
Espacio de Igualdad Lucrecia Pérez. Fuencarral-El Pardo,Instalación accesible municipal,CALLE MANRESA 1 B,582 - Isla Graciosa - Isla de Java,"Calle de la Isla Graciosa, 2,",633 meters,24
Espacio de Igualdad María Moliner. Villa de Vallecas,Instalación accesible municipal,CALLE HONRUBIA 4,"444 - Valderrebollo, 18","Calle Valderrebollo, 18 ,",483 meters,23
Espacio de Igualdad María Zambrano. Chamberí,Instalación accesible municipal,CALLE ANDRES MELLADO 44,"199 - Fernando el Católico, 61","Calle Fernando el Católico, 61 ,",87 meters,27
Espacio de Igualdad María de Maeztu. Latina,Instalación accesible municipal,CALLE MARCELINO CASTILLO 29,330 - Duquesa de Parcent - Marcelino Castillo,"Calle Duquesa de Parcent, 14 ,",116 meters,23
Espacio de Igualdad Nieves Torres. Chamartín,Instalación accesible municipal,CALLE ENRIQUE JARDIEL PONCELA 8 PLANTA 2ª planta,285 - Santa María Magdalena - La Drácena,"Calle Santa María Magdalena, 15 ,",329 meters,23
Espacio de lectura Dolores Catarineu  (Moncloa-Aravaca),Instalación accesible municipal,CALLE CAROLI 1,315 - Caroli,"Calle de Caroli, 10,",21 meters,23
Europa Joven Madrid,Instalación accesible municipal,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 2,132 - Glorieta de Cuatro Caminos,"Calle Santa Engracia, 164 ,",39 meters,27
Exposición de trenes históricos en la estación de Chamartín,Instalación accesible municipal,calle AGUSTÍN DE FOXA Estación de Chamartín,208 - Intercambiador de Plaza de Castilla,"Paseo de la Castellana, 216 ,",169 meters,18
Factoría Industrial de Vicálvaro,Instalación accesible municipal,CALLE DEHESA VIEJA 8,475 - Aurora Boreal - Minerva," Avenida de la Aurora Boreal, 19,",826 meters,23
Factoría Industrial de Villaverde,Instalación accesible municipal,AVENIDA REAL DE PINTO 162,411 - Estación de tren de Villaverde Alto,"Calle Domingo Párraga, 38 ,",1725 meters,23
Faro de la Moncloa,Instalación accesible municipal,AVENIDA MEMORIA 2,110 - Intercambiador de Moncloa,"Paseo de Moret nº 1,",409 meters,23
Fernán Gómez Centro Cultural de la Villa,Instalación accesible municipal,PLAZA COLON 4,93 - Plaza de Margaret Tatcher,"Calle Goya (esquina calle Marqués de Zurgeña),",134 meters,23
Fuencarral - El Pardo. Unidad de Participación Ciudadana y Cooperación Público Social,Instalación accesible municipal,AVENIDA MONFORTE DE LEMOS 40 Junta Municipal del Distrito de Fuencarral - El Pardo,572 - Junta Mpal. Dtto. Fuencarral - El Pardo,"Avenida Monforte de Lemos, 123,",57 meters,24
Galería de Cristal del Palacio de Cibeles,Instalación accesible municipal,CALLE MONTALBAN 1,86 - Cibeles,"Paseo del Prado, 1B ,",145 meters,24
Hemeroteca Municipal,Instalación accesible municipal,CALLE CONDE DUQUE 11,13 - Conde Duque,"Calle Conde Duque nº 22,",112 meters,23
Hortaleza. Unidad de Participación Ciudadana y Cooperación Público Social,Instalación accesible municipal,CARRETERA CANILLAS 2 Junta Municipal del Distrito de Hortaleza.,480 - Vicente Muzas - Arturo Soria,"Calle Vicente Muzas, 13 ,",686 meters,23
IFEMA MADRID Palacio Municipal,Instalación accesible municipal,AVENIDA CAPITAL DE ESPAÑA MADRID 7,568 - IFEMA A,"Avenida del Partenón, 6 ,",223 meters,27
"IFEMA MADRID, Institución Ferial de Madrid",Instalación accesible municipal,AVENIDA PARTENON 5,568 - IFEMA A,"Avenida del Partenón, 6 ,",218 meters,27
Imprenta Municipal - Artes del libro,Instalación accesible municipal,CALLE CONCEPCION JERONIMA 15,40 - Conde de Romanones,"Plaza del Conde de Romanones nº 2,",77 meters,18
Información Cartográfica y Callejero,Instalación accesible municipal,CALLE RIBERA DEL SENA 21,568 - IFEMA A,"Avenida del Partenón, 6 ,",193 meters,27
Información Urbana,Instalación accesible municipal,CALLE RIBERA DEL SENA 21 PLANTA Baja,568 - IFEMA A,"Avenida del Partenón, 6 ,",193 meters,27
Instalación Deportiva Básica Sala Municipal de Esgrima,Instalación accesible municipal,AVENIDA FILIPINAS 7,202 - Parque de Santander,"Calle de Santander, 1 ,",127 meters,27
Instalación Deportiva Municipal Básica Boston,Instalación accesible municipal,CALLE BOSTON 1,241 - Camilo José Cela,"Calle Camilo José Cela, 27,",143 meters,23
Instalación Deportiva Municipal Básica Canillas - Club Deportivo Canillas,Instalación accesible municipal,CALLE AGUSTIN DE ITURBIDE 1,541 - Metro Pinar del Rey,"Avenida Gran Vía de Hortaleza, 68 ,",205 meters,23
Instalación Deportiva Municipal Básica Club de Petanca Esperanza de Canilllas,Instalación accesible municipal,CALLE SILVANO 63 c/v Andorra,526 - Plaza del Liceo,"Plaza del Liceo (esquina con Calle Silvano) ,",339 meters,24
Instalación Deportiva Municipal Básica Esperanza II,Instalación accesible municipal,CALLE SILVANO 61,526 - Plaza del Liceo,"Plaza del Liceo (esquina con Calle Silvano) ,",269 meters,24
Instalación Deportiva Municipal Básica Eva Duarte,Instalación accesible municipal,CALLE DOCTOR GOMEZ ULLA 9,145 - Ortega y Gasset 87,"Calle Ortega y Gasset nº 87,",370 meters,23
Instalación Deportiva Municipal Básica Glorieta Avenida San Luis,Instalación accesible municipal,CALLE Añastro 78,"534 - Mesena, 102","Calle Mesena, 102 ,",152 meters,24
Instalación Deportiva Municipal Básica Gran Vía de Hortaleza,Instalación accesible municipal,AVENIDA GRAN VIA DE HORTALEZA 1,"534 - Mesena, 102","Calle Mesena, 102 ,",598 meters,24
Instalación Deportiva Municipal Básica Jardín de Portugalete,Instalación accesible municipal,CALLE ULISES 23,479 - Metro Arturo Soria,"Angel Muñoz, 1,",466 meters,27
Instalación Deportiva Municipal Básica La Albufera,Instalación accesible municipal,AVENIDA ALBUFERA 287 frente al 36-38,435 - San Claudio,"Calle San Claudio, 150 ,",241 meters,24
Instalación Deportiva Municipal Básica Los Llanos,Instalación accesible municipal,CALLE FLORENCIO CASTILLO 3,"538 - Haendel, 8","Calle de Haendel, 8,",360 meters,27
Instalación Deportiva Municipal Básica Maruja Mallo,Instalación accesible municipal,AVENIDA MARUJA MALLO 7 c/v Conchita Montes,547 - Rafaela Aparicio - Maruja Mallo,"Calle Rafaela Aparicio, 1 ,",155 meters,27
Instalación Deportiva Municipal Básica Miguel Riesco,Instalación accesible municipal,CALLE MIGUEL RIESCO 7,539 - Mota del Cuervo,"Calle Mota del Cuervo, 72 ,",307 meters,24
Instalación Deportiva Municipal Básica Orión-Jupiter,Instalación accesible municipal,CALLE ORION 52,565 - Metro Barajas,"Calle Playa de Riazor, 65 ,",442 meters,24
Instalación Deportiva Municipal Básica Parque Adelfas,Instalación accesible municipal,CALLE MARTINEZ CORROCHANO esquina  con calle Luis Mitjans 26,84 - Biblioteca Pública Elena Fortún,"Calle Doctor Esquerdo nº 191,",425 meters,23
Instalación Deportiva Municipal Básica Parque Breogán,Instalación accesible municipal,AVENIDA BRASILIA 2,240 - Brasilia - Parque Breogán,"Avenida De Brasilia, 9 ,",71 meters,23
Instalación Deportiva Municipal Básica Ronda Sur,Instalación accesible municipal,RONDA SUR 231 c/v Barros,"417 - Romeo y Julieta, 12","Calle Romeo y Julieta, 12 ,",755 meters,27
Instalación Deportiva Municipal Básica Torrespaña - Fuente del Berro (centro deportivo),Instalación accesible municipal,CALLE NUDO M-30 C/V ALCALDE SAINZ DE BARANDA 94,185 - Parque Quinta de la Fuente del Berro,"Calle Sancho Dávila, 35 ,",559 meters,24
Instituto de Adicciones,Instalación accesible municipal,AVENIDA MEDITERRANEO 62 PLANTA 5ª,77 - Plaza del Conde de Casal,"Plaza del Conde de Casal nº 8,",480 meters,18
Jardines del Descubrimiento,Instalación accesible municipal,CALLE GOYA 2,93 - Plaza de Margaret Tatcher,"Calle Goya (esquina calle Marqués de Zurgeña),",104 meters,23
Junta Arbitral de Consumo,Instalación accesible municipal,CALLE PRINCIPE DE VERGARA 140,"146 - María Francisca, 3","Calle de María Francisca, 3,",86 meters,19
Junta Municipal del Distrito de Arganzuela,Instalación accesible municipal,PASEO CHOPERA 10,165 - Entrada Matadero - Paseo de la Chopera,"Paseo de la Chopera frente 51 ,",159 meters,43
Junta Municipal del Distrito de Barajas,Instalación accesible municipal,PLAZA MERCURIO 1,567 - Plaza Mayor de Barajas,"Plaza Mayor de Barajas, 24,",215 meters,24
Junta Municipal del Distrito de Carabanchel,Instalación accesible municipal,PLAZA CARABANCHEL 1,369 - Junta Municipal Distrito de Carabanchel,"Plaza De la Parroquia, 19 ,",44 meters,23
Junta Municipal del Distrito de Centro,Instalación accesible municipal,CALLE MAYOR 72,9 - Plaza de San Miguel,"Plaza de San Miguel nº 10,",143 meters,24
Junta Municipal del Distrito de Chamartín,Instalación accesible municipal,CALLE PRINCIPE DE VERGARA 142,"146 - María Francisca, 3","Calle de María Francisca, 3,",128 meters,19
Junta Municipal del Distrito de Chamberí,Instalación accesible municipal,PLAZA CHAMBERI 4,124 - Metro Bilbao,"Calle Manuel Silvela nº 20,",393 meters,27
Junta Municipal del Distrito de Ciudad Lineal,Instalación accesible municipal,CALLE HERMANOS GARCIA NOBLEJAS 16,477 - Metro Ciudad Lineal,"Calle de los Misterios, 2 ,",397 meters,23
Junta Municipal del Distrito de Fuencarral - El Pardo,Instalación accesible municipal,AVENIDA MONFORTE DE LEMOS 40,572 - Junta Mpal. Dtto. Fuencarral - El Pardo,"Avenida Monforte de Lemos, 123,",57 meters,24
Junta Municipal del Distrito de Hortaleza,Instalación accesible municipal,CARRETERA CANILLAS 2,480 - Vicente Muzas - Arturo Soria,"Calle Vicente Muzas, 13 ,",687 meters,23
Junta Municipal del Distrito de Latina,Instalación accesible municipal,AVENIDA LAS AGUILAS 2,338 - Guareña - Luis Chamizo,"Calle Guareña, 22 ,",243 meters,18
Junta Municipal del Distrito de Moncloa - Aravaca,Instalación accesible municipal,CALLE FRANCOS RODRIGUEZ 77,308 - María Auxiliadora - Francos Rodríguez,"Calle María Auxiliadora, 1 ,",241 meters,24
Junta Municipal del Distrito de Moratalaz,Instalación accesible municipal,CALLE FUENTE CARRANTONA 8,221 - Metro Pavones,"Calle Hacienda de Pavones, 148 ,",371 meters,23
Junta Municipal del Distrito de Puente de Vallecas,Instalación accesible municipal,AVENIDA ALBUFERA 42,"431 - Puerto Canfranc, 18","Calle Estación de Canfrac, 18 ,",329 meters,24
Junta Municipal del Distrito de Retiro,Instalación accesible municipal,PLAZA DAOIZ Y VELARDE 2,178 - Junta Municipal Distrito de Retiro,"Calle León Gil de Palacio nº 1,",203 meters,24
Junta Municipal del Distrito de Salamanca,Instalación accesible municipal,CALLE VELAZQUEZ 52,87 - Ayala - Velázquez,"Calle Ayala nº 46,",82 meters,23
Junta Municipal del Distrito de San Blas - Canillejas,Instalación accesible municipal,AVENIDA ARCENTALES 28,520 - Niza - Plaza de Grecia,"Av/ de Niza, 67 ,",172 meters,23
Junta Municipal del Distrito de Tetuán,Instalación accesible municipal,CALLE BRAVO MURILLO 357,297 - Simancas - Pinos Alta,"Calle Simancas, 2,",168 meters,23
Junta Municipal del Distrito de Usera,Instalación accesible municipal,AVENIDA RAFAELA YBARRA 41,391 - Junta Municipal Distrito de Usera,"Calle Rafaela Ybarra, 22,Comunidad de Madrid España",111 meters,23
Junta Municipal del Distrito de Vicálvaro,Instalación accesible municipal,PLAZA DON ANTONIO DE ANDRES 18,470 - Avenida Real - Galeote,"Avenida Real, 3,",47 meters,18
Junta Municipal del Distrito de Villa de Vallecas,Instalación accesible municipal,PASEO FEDERICO GARCIA LORCA 12,440 - Metro Villa de Vallecas,"Paseo de Federico García Lorca, 2 ,",87 meters,18
Junta Municipal del Distrito de Villaverde,Instalación accesible municipal,CALLE ARROYO BUENO 53,404 - Junta Municipal Distrito de Villaverde,"Calle Arroyo Bueno, 53 ,",22 meters,27
La Nave,Instalación accesible municipal,CALLE CIFUENTES 5,406 - La Nave de Madrid,"Calle Cifuentes, 5,",34 meters,23
Laboratorio de Análisis Clínicos,Instalación accesible municipal,CALLE MONTESA 22 Edificio D,145 - Ortega y Gasset 87,"Calle Ortega y Gasset nº 87,",165 meters,23
Laboratorio de Salud Pública,Instalación accesible municipal,CALLE EMIGRANTES 20,530 - Metro Mar de Cristal,"Calle de los Emigrantes, 15,",82 meters,27
Latina. Unidad de Participación Ciudadana y Cooperación Público Social,Instalación accesible municipal,AVENIDA LAS ÁGUILAS 2 Junta Municipal del Distrito de Latina,338 - Guareña - Luis Chamizo,"Calle Guareña, 22 ,",366 meters,18
Madrid Caja Mágica,Instalación accesible municipal,CAMINO PERALES 23,"394 - Periana, 24","Calle Periana, 24 ,",437 meters,24
Madrid Convention Bureau,Instalación accesible municipal,PLAZA MAYOR 27 PLANTA 4ª,31 - Mayor,"Calle Mayor nº 16,",101 meters,27
Madrid Emprende,Instalación accesible municipal,CALLE CARTAGENA 178 PLANTA 1ª,"146 - María Francisca, 3","Calle de María Francisca, 3,",109 meters,19
Madrid Film Office,Instalación accesible municipal,PLAZA MAYOR 27,31 - Mayor,"Calle Mayor nº 16,",101 meters,27
Madrid Food Innovation Hub,Instalación accesible municipal,PASEO ALBERTO PALACIOS 13,"405 - Paseo Alberto Palacios, 42","Paseo Alberto Palacios, 42,",289 meters,23
Madrid Innovation Lab (MIL),Instalación accesible municipal,"CALLE BRAVO MURILLO 39 Colonia “San Cristóbal” entrada desde la plaza y secundaria C/ Magallanes, 44",201 - Metro Canal,"Calle José Abascal, 2 ,",312 meters,23
Madrid International Lab,Instalación accesible municipal,CALLE BAILEN 41,37 - Plaza de San Francisco,"Plaza de San Francisco,",182 meters,24
Madrid in Game,Instalación accesible municipal,AVENIDA PRINCIPAL 3,326 - Metro Alto de Extremadura,"Calle Francisco Tejada, 1 ,",511 meters,24
Matadero Madrid,Instalación accesible municipal,PLAZA LEGAZPI 8,177 - Metro Legazpi,"Calle Bolívar nº 3,",181 meters,23
Medialab en Matadero. Matadero Madrid,Instalación accesible municipal,PASEO CHOPERA 14,165 - Entrada Matadero - Paseo de la Chopera,"Paseo de la Chopera frente 51 ,",76 meters,43
Mercadillo de Navidad del Bulevar de Peña Gorbea,Instalación accesible municipal,CALLE PE&amp;Ntilde;A GORBEA  entre calle Concordia y Avenida del Monte Igueldo,227 - Arroyo del Olivar,"Calle Arrollo del Olivar, 3 ,",306 meters,24
Mercadillo de las Artes (Distrito Centro),Instalación accesible municipal,PLAZA DOS DE MAYO ,11 - Plaza del Dos de Mayo,"Calle San Andrés nº 18 - 20,",107 meters,23
"Mercadillo de pinos, abetos y otros elementos vegetales de carácter ornamental navideño",Instalación accesible municipal,PLAZA MAYOR ,31 - Mayor,"Calle Mayor nº 16,",101 meters,27
Mercadillo en la vía pública San Fermín (Distrito Usera),Instalación accesible municipal,CAMINO PERALES 23,"394 - Periana, 24","Calle Periana, 24 ,",437 meters,24
Mercadillo en la vía pública UVA Hortaleza (Distrito Hortaleza),Instalación accesible municipal,CARRETERA ESTACION DE HORTALEZA ,531 - Metro Parque de Santa María,"Calle de Santa Virgilia, 6,",848 meters,23
Mercadillo en la vía pública de Camino de las Cruces (Distrito Carabanchel),Instalación accesible municipal,CAMINO CRUCES ,"378 - Eugenia de Montijo, 83","Calle Eugenia de Montijo, 83,",513 meters,24
Mercadillo en la vía pública de Orcasur (Distrito Usera),Instalación accesible municipal,AVENIDA ORCASUR ,397 - Centro Deportivo Municipal Orcasur,"Calle Moreja, 30 ,",195 meters,24
Mercadillo en la vía pública de Parque de la Cornisa (Distrito Centro),Instalación accesible municipal,PLAZA CAMPILLO DEL MUNDO NUEVO ,46 - Ribera de Curtidores,"Calle Ribera de Curtidores nº 28,",191 meters,27
Mercadillo en la vía pública de Ronda del Sur (Distrito Puente de Vallecas),Instalación accesible municipal,RONDA SUR ,"417 - Romeo y Julieta, 12","Calle Romeo y Julieta, 12 ,",755 meters,27
Mercadillo en la vía pública de San Restituto (Distrito Moncloa-Aravaca),Instalación accesible municipal,CALLE SAN RESTITUTO ,306 - Centro Deportivo Mpal Fernando Martín,"Avenida Del Santo Ángel de la Guarda, 6 ,",472 meters,23
Mercadillo en la vía pública de Vía Lusitana (Distrito Carabanchel),Instalación accesible municipal,CALLE VIA LUSITANA ,355 - Intercambiador de Plaza Elíptica,"Calle de la Vía, 56 ,",411 meters,24
Mercadillo en la vía pública de la calle Aragoneses (Distrito Puente Vallecas),Instalación accesible municipal,CALLE ARAGONESES ,430 - Torremolinos - Rafael Alberti,"Calle Torremolinos, 1 ,",498 meters,24
Mercadillo en la vía pública de la calle Fontarrón (Distrito Puente de Vallecas),Instalación accesible municipal,CALLE RAMON PEREZ DE AYALA 116,425 - Ramón Perez Ayala - Pque. Cerro Tío Pío,"Calle Ramón Pérez de Ayala, 45 ,",282 meters,24
Mercadillo en la vía pública de la calle Sierra Gorda (Distrito Villa de Vallecas),Instalación accesible municipal,CALLE SIERRA GORDA  23-25,440 - Metro Villa de Vallecas,"Paseo de Federico García Lorca, 2 ,",408 meters,18
Mercadillo en la vía pública de la calle Villablanca (Distrito Vicálvaro),Instalación accesible municipal,CALLE VILLABLANCA ,466 - Villablanca - Vereda del Pinar,"Calle Villablanca 7,",100 meters,23
Mercadillo en la vía pública. El Rastro,Instalación accesible municipal,CALLE RIBERA DE CURTIDORES  Y OTRAS,44 - Plaza de Nelson Mandela,"Plaza Nelson Mandela, 44 ,",408 meters,19
Mercado municipal de Alto de Extremadura,Instalación accesible municipal,PASEO JESUITAS 44,322 - Ps. Jesuitas - Mercado Alto Extremadura,"Paseo de los Jesuitas, 69 ,",9 meters,27
Mercado municipal de Antón Martín,Instalación accesible municipal,CALLE SANTA ISABEL 5,42 - Santa Isabel,"Calle Santa Isabel 32,",102 meters,27
Mercado municipal de Argüelles,Instalación accesible municipal,CALLE ALTAMIRANO 7,117 - Altamirano  - Martín de los Heros,"Calle Altamirano nº 24,",114 meters,23
